id,scheme_slug,document_name,is_mandatory,description
2434,gujarat-phase-3-girl-child-higher-education-incentive,Marksheet / Grade Certificate,1,Official Marksheet / Grade Certificate for verification
2435,gujarat-phase-3-girl-child-higher-education-incentive,Income Certificate,1,Official Income Certificate for verification
2436,gujarat-phase-3-girl-child-higher-education-incentive,Bank Passbook,1,Official Bank Passbook for verification
2437,gujarat-phase-3-technical-polytechnic-skill-stipend,Aadhaar Card,1,Official Aadhaar Card for verification
2438,gujarat-phase-3-technical-polytechnic-skill-stipend,Marksheet / Grade Certificate,1,Official Marksheet / Grade Certificate for verification
2439,gujarat-phase-3-technical-polytechnic-skill-stipend,Income Certificate,1,Official Income Certificate for verification
2440,gujarat-phase-3-technical-polytechnic-skill-stipend,Bank Passbook,1,Official Bank Passbook for verification
2441,gujarat-phase-3-overseas-education-scholarship-for-ews,Aadhaar Card,1,Official Aadhaar Card for verification
2442,gujarat-phase-3-overseas-education-scholarship-for-ews,Marksheet / Grade Certificate,1,Official Marksheet / Grade Certificate for verification
2443,gujarat-phase-3-overseas-education-scholarship-for-ews,Income Certificate,1,Official Income Certificate for verification
2444,gujarat-phase-3-overseas-education-scholarship-for-ews,Bank Passbook,1,Official Bank Passbook for verification
2445,gujarat-phase-3-special-education-aid-for-divyang-students,Aadhaar Card,1,Official Aadhaar Card for verification
2446,gujarat-phase-3-special-education-aid-for-divyang-students,Marksheet / Grade Certificate,1,Official Marksheet / Grade Certificate for verification
2447,gujarat-phase-3-special-education-aid-for-divyang-students,Income Certificate,1,Official Income Certificate for verification
2448,gujarat-phase-3-special-education-aid-for-divyang-students,Bank Passbook,1,Official Bank Passbook for verification
2449,gujarat-phase-3-matru-kalyan-nutrition-dbt,Aadhaar Card,1,Official Aadhaar Card for verification
2450,gujarat-phase-3-matru-kalyan-nutrition-dbt,Ration Card,1,Official Ration Card for verification
2451,gujarat-phase-3-matru-kalyan-nutrition-dbt,Bank Passbook,1,Official Bank Passbook for verification
2452,gujarat-phase-3-matru-kalyan-nutrition-dbt,Income Certificate,0,Official Income Certificate for verification
2453,gujarat-phase-3-mahila-swavalamban-livelihood-grant,Aadhaar Card,1,Official Aadhaar Card for verification
2454,gujarat-phase-3-mahila-swavalamban-livelihood-grant,Ration Card,1,Official Ration Card for verification
2455,gujarat-phase-3-mahila-swavalamban-livelihood-grant,Bank Passbook,1,Official Bank Passbook for verification
2456,gujarat-phase-3-mahila-swavalamban-livelihood-grant,Income Certificate,0,Official Income Certificate for verification
2457,gujarat-phase-3-kanya-vivah-marriage-assistance,Aadhaar Card,1,Official Aadhaar Card for verification
2458,gujarat-phase-3-kanya-vivah-marriage-assistance,Ration Card,1,Official Ration Card for verification
2459,gujarat-phase-3-kanya-vivah-marriage-assistance,Bank Passbook,1,Official Bank Passbook for verification
2460,gujarat-phase-3-kanya-vivah-marriage-assistance,Income Certificate,0,Official Income Certificate for verification
2461,gujarat-phase-3-working-women-hostel-transport-subsidy,Aadhaar Card,1,Official Aadhaar Card for verification
2462,gujarat-phase-3-working-women-hostel-transport-subsidy,Ration Card,1,Official Ration Card for verification
2463,gujarat-phase-3-working-women-hostel-transport-subsidy,Bank Passbook,1,Official Bank Passbook for verification
2464,gujarat-phase-3-working-women-hostel-transport-subsidy,Income Certificate,0,Official Income Certificate for verification
2465,gujarat-phase-3-single-mother-destitute-women-pension,Aadhaar Card,1,Official Aadhaar Card for verification
2466,gujarat-phase-3-single-mother-destitute-women-pension,Ration Card,1,Official Ration Card for verification
2467,gujarat-phase-3-single-mother-destitute-women-pension,Bank Passbook,1,Official Bank Passbook for verification
2468,gujarat-phase-3-single-mother-destitute-women-pension,Income Certificate,0,Official Income Certificate for verification
2469,gujarat-phase-3-sukanya-samriddhi-high-interest-top-up,Aadhaar Card,1,Official Aadhaar Card for verification
2470,gujarat-phase-3-sukanya-samriddhi-high-interest-top-up,Ration Card,1,Official Ration Card for verification
2471,gujarat-phase-3-sukanya-samriddhi-high-interest-top-up,Bank Passbook,1,Official Bank Passbook for verification
2472,gujarat-phase-3-sukanya-samriddhi-high-interest-top-up,Income Certificate,0,Official Income Certificate for verification
2473,gujarat-phase-3-universal-cashless-health-insurance,Aadhaar Card,1,Official Aadhaar Card for verification
2474,gujarat-phase-3-universal-cashless-health-insurance,Ration Card / Health Card,1,Official Ration Card / Health Card for verification
2475,gujarat-phase-3-universal-cashless-health-insurance,Medical Prescription,1,Official Medical Prescription for verification
2476,gujarat-phase-3-critical-illness-relief-fund-cancer-kidney,Aadhaar Card,1,Official Aadhaar Card for verification
2477,gujarat-phase-3-critical-illness-relief-fund-cancer-kidney,Ration Card / Health Card,1,Official Ration Card / Health Card for verification
2478,gujarat-phase-3-critical-illness-relief-fund-cancer-kidney,Medical Prescription,1,Official Medical Prescription for verification
2479,gujarat-phase-3-free-diagnostic-tests-medicine-scheme,Aadhaar Card,1,Official Aadhaar Card for verification
2480,gujarat-phase-3-free-diagnostic-tests-medicine-scheme,Ration Card / Health Card,1,Official Ration Card / Health Card for verification
2481,gujarat-phase-3-free-diagnostic-tests-medicine-scheme,Medical Prescription,1,Official Medical Prescription for verification
2482,gujarat-phase-3-senior-citizen-specialized-geriatric-care,Aadhaar Card,1,Official Aadhaar Card for verification
2483,gujarat-phase-3-senior-citizen-specialized-geriatric-care,Ration Card / Health Card,1,Official Ration Card / Health Card for verification
2484,gujarat-phase-3-senior-citizen-specialized-geriatric-care,Medical Prescription,1,Official Medical Prescription for verification
2485,gujarat-phase-3-emergency-accidental-trauma-insurance,Aadhaar Card,1,Official Aadhaar Card for verification
2486,gujarat-phase-3-emergency-accidental-trauma-insurance,Ration Card / Health Card,1,Official Ration Card / Health Card for verification
2487,gujarat-phase-3-emergency-accidental-trauma-insurance,Medical Prescription,1,Official Medical Prescription for verification
2488,gujarat-phase-3-old-age-social-security-pension,Aadhaar Card,1,Official Aadhaar Card for verification
2489,gujarat-phase-3-old-age-social-security-pension,Income Certificate,1,Official Income Certificate for verification
2490,gujarat-phase-3-old-age-social-security-pension,Bank Passbook,1,Official Bank Passbook for verification
2491,gujarat-phase-3-old-age-social-security-pension,Disability/Caste Certificate,0,Official Disability/Caste Certificate for verification
2492,gujarat-phase-3-divyangjan-disability-monthly-pension,Aadhaar Card,1,Official Aadhaar Card for verification
2493,gujarat-phase-3-divyangjan-disability-monthly-pension,Income Certificate,1,Official Income Certificate for verification
2494,gujarat-phase-3-divyangjan-disability-monthly-pension,Bank Passbook,1,Official Bank Passbook for verification
2495,gujarat-phase-3-divyangjan-disability-monthly-pension,Disability/Caste Certificate,0,Official Disability/Caste Certificate for verification
2496,gujarat-phase-3-antyodaya-subsidized-food-security,Aadhaar Card,1,Official Aadhaar Card for verification
2497,gujarat-phase-3-antyodaya-subsidized-food-security,Income Certificate,1,Official Income Certificate for verification
2498,gujarat-phase-3-antyodaya-subsidized-food-security,Bank Passbook,1,Official Bank Passbook for verification
2499,gujarat-phase-3-antyodaya-subsidized-food-security,Disability/Caste Certificate,0,Official Disability/Caste Certificate for verification
2500,gujarat-phase-3-sanitation-workers-rehabilitation-grant,Aadhaar Card,1,Official Aadhaar Card for verification
2501,gujarat-phase-3-sanitation-workers-rehabilitation-grant,Income Certificate,1,Official Income Certificate for verification
2502,gujarat-phase-3-sanitation-workers-rehabilitation-grant,Bank Passbook,1,Official Bank Passbook for verification
2503,gujarat-phase-3-sanitation-workers-rehabilitation-grant,Disability/Caste Certificate,0,Official Disability/Caste Certificate for verification
2504,gujarat-phase-3-tribal-livelihood-forest-produce-grant,Aadhaar Card,1,Official Aadhaar Card for verification
2505,gujarat-phase-3-tribal-livelihood-forest-produce-grant,Income Certificate,1,Official Income Certificate for verification
2506,gujarat-phase-3-tribal-livelihood-forest-produce-grant,Bank Passbook,1,Official Bank Passbook for verification
2507,gujarat-phase-3-tribal-livelihood-forest-produce-grant,Disability/Caste Certificate,0,Official Disability/Caste Certificate for verification
2508,gujarat-phase-3-youth-apprenticeship-monthly-stipend,Aadhaar Card,1,Official Aadhaar Card for verification
2509,gujarat-phase-3-youth-apprenticeship-monthly-stipend,Educational Qualification Certificate,1,Official Educational Qualification Certificate for verification
2510,gujarat-phase-3-youth-apprenticeship-monthly-stipend,Bank Passbook,1,Official Bank Passbook for verification
2511,gujarat-phase-3-artisan-craftsman-modern-tool-kit-grant,Aadhaar Card,1,Official Aadhaar Card for verification
2512,gujarat-phase-3-artisan-craftsman-modern-tool-kit-grant,Educational Qualification Certificate,1,Official Educational Qualification Certificate for verification
2513,gujarat-phase-3-artisan-craftsman-modern-tool-kit-grant,Bank Passbook,1,Official Bank Passbook for verification
2514,gujarat-phase-3-rural-youth-driving-heavy-machinery-training,Aadhaar Card,1,Official Aadhaar Card for verification
2515,gujarat-phase-3-rural-youth-driving-heavy-machinery-training,Educational Qualification Certificate,1,Official Educational Qualification Certificate for verification
2516,gujarat-phase-3-rural-youth-driving-heavy-machinery-training,Bank Passbook,1,Official Bank Passbook for verification
2517,gujarat-phase-3-it-emerging-tech-bootcamp-voucher,Aadhaar Card,1,Official Aadhaar Card for verification
2518,gujarat-phase-3-it-emerging-tech-bootcamp-voucher,Educational Qualification Certificate,1,Official Educational Qualification Certificate for verification
2519,gujarat-phase-3-it-emerging-tech-bootcamp-voucher,Bank Passbook,1,Official Bank Passbook for verification
2520,gujarat-phase-3-self-employment-micro-credit-guarantee,Aadhaar Card,1,Official Aadhaar Card for verification
2521,gujarat-phase-3-self-employment-micro-credit-guarantee,Educational Qualification Certificate,1,Official Educational Qualification Certificate for verification
2522,gujarat-phase-3-self-employment-micro-credit-guarantee,Bank Passbook,1,Official Bank Passbook for verification
2523,gujarat-phase-3-pucca-house-construction-subsidy,Aadhaar Card,1,Official Aadhaar Card for verification
2524,gujarat-phase-3-pucca-house-construction-subsidy,Land Possession Certificate,1,Official Land Possession Certificate for verification
2525,gujarat-phase-3-pucca-house-construction-subsidy,Income Certificate,1,Official Income Certificate for verification
2526,gujarat-phase-3-pucca-house-construction-subsidy,Bank Passbook,1,Official Bank Passbook for verification
2527,gujarat-phase-3-rooftop-solar-green-energy-assistance,Aadhaar Card,1,Official Aadhaar Card for verification
2528,gujarat-phase-3-rooftop-solar-green-energy-assistance,Land Possession Certificate,1,Official Land Possession Certificate for verification
2529,gujarat-phase-3-rooftop-solar-green-energy-assistance,Income Certificate,1,Official Income Certificate for verification
2530,gujarat-phase-3-rooftop-solar-green-energy-assistance,Bank Passbook,1,Official Bank Passbook for verification
2531,gujarat-phase-3-slum-rehabilitation-ews-flat-allocation,Aadhaar Card,1,Official Aadhaar Card for verification
2532,gujarat-phase-3-slum-rehabilitation-ews-flat-allocation,Land Possession Certificate,1,Official Land Possession Certificate for verification
2533,gujarat-phase-3-slum-rehabilitation-ews-flat-allocation,Income Certificate,1,Official Income Certificate for verification
2534,gujarat-phase-3-slum-rehabilitation-ews-flat-allocation,Bank Passbook,1,Official Bank Passbook for verification
2535,gujarat-phase-3-rural-toilet-water-tap-incentive,Aadhaar Card,1,Official Aadhaar Card for verification
2536,gujarat-phase-3-rural-toilet-water-tap-incentive,Land Possession Certificate,1,Official Land Possession Certificate for verification
2537,gujarat-phase-3-rural-toilet-water-tap-incentive,Income Certificate,1,Official Income Certificate for verification
2538,gujarat-phase-3-rural-toilet-water-tap-incentive,Bank Passbook,1,Official Bank Passbook for verification
2539,gujarat-phase-3-micro-enterprise-collateral-free-loan,Udyam Registration Certificate,1,Official Udyam Registration Certificate for verification
2540,gujarat-phase-3-micro-enterprise-collateral-free-loan,PAN Card,1,Official PAN Card for verification
2541,gujarat-phase-3-micro-enterprise-collateral-free-loan,Aadhaar Card,1,Official Aadhaar Card for verification
2542,gujarat-phase-3-micro-enterprise-collateral-free-loan,Bank Account Statement,1,Official Bank Account Statement for verification
2543,gujarat-phase-3-women-entrepreneur-startup-grant,Udyam Registration Certificate,1,Official Udyam Registration Certificate for verification
2544,gujarat-phase-3-women-entrepreneur-startup-grant,PAN Card,1,Official PAN Card for verification
2545,gujarat-phase-3-women-entrepreneur-startup-grant,Aadhaar Card,1,Official Aadhaar Card for verification
2546,gujarat-phase-3-women-entrepreneur-startup-grant,Bank Account Statement,1,Official Bank Account Statement for verification
2547,gujarat-phase-3-export-promotion-quality-certification-subsidy,Udyam Registration Certificate,1,Official Udyam Registration Certificate for verification
2548,gujarat-phase-3-export-promotion-quality-certification-subsidy,PAN Card,1,Official PAN Card for verification
2549,gujarat-phase-3-export-promotion-quality-certification-subsidy,Aadhaar Card,1,Official Aadhaar Card for verification
2550,gujarat-phase-3-export-promotion-quality-certification-subsidy,Bank Account Statement,1,Official Bank Account Statement for verification
2551,gujarat-phase-3-credit-linked-capital-subsidy-for-tech-upgradation,Udyam Registration Certificate,1,Official Udyam Registration Certificate for verification
2552,gujarat-phase-3-credit-linked-capital-subsidy-for-tech-upgradation,PAN Card,1,Official PAN Card for verification
2553,gujarat-phase-3-credit-linked-capital-subsidy-for-tech-upgradation,Aadhaar Card,1,Official Aadhaar Card for verification
2554,gujarat-phase-3-credit-linked-capital-subsidy-for-tech-upgradation,Bank Account Statement,1,Official Bank Account Statement for verification
2555,gujarat-phase-3-e-vehicle-green-mobility-subsidy,Aadhaar Card,1,Official Aadhaar Card for verification
2556,gujarat-phase-3-e-vehicle-green-mobility-subsidy,Electricity / Property Bill,1,Official Electricity / Property Bill for verification
2557,gujarat-phase-3-e-vehicle-green-mobility-subsidy,Bank Passbook,1,Official Bank Passbook for verification
2558,gujarat-phase-3-rainwater-harvesting-ground-water-recharge-grant,Aadhaar Card,1,Official Aadhaar Card for verification
2559,gujarat-phase-3-rainwater-harvesting-ground-water-recharge-grant,Electricity / Property Bill,1,Official Electricity / Property Bill for verification
2560,gujarat-phase-3-rainwater-harvesting-ground-water-recharge-grant,Bank Passbook,1,Official Bank Passbook for verification
2561,haryana-kisan-samriddhi-crop-assistance,Aadhaar Card,1,Official Aadhaar Card for verification
2562,haryana-kisan-samriddhi-crop-assistance,Land Revenue Passbook (Khata/Khasra),1,Official Land Revenue Passbook (Khata/Khasra) for verification
2563,haryana-kisan-samriddhi-crop-assistance,Bank Passbook,1,Official Bank Passbook for verification
2564,haryana-solar-krishi-pump-subsidy,Aadhaar Card,1,Official Aadhaar Card for verification
2565,haryana-solar-krishi-pump-subsidy,Land Revenue Passbook (Khata/Khasra),1,Official Land Revenue Passbook (Khata/Khasra) for verification
2566,haryana-solar-krishi-pump-subsidy,Bank Passbook,1,Official Bank Passbook for verification
2567,haryana-horticulture-drip-irrigation-grant,Aadhaar Card,1,Official Aadhaar Card for verification
2568,haryana-horticulture-drip-irrigation-grant,Land Revenue Passbook (Khata/Khasra),1,Official Land Revenue Passbook (Khata/Khasra) for verification
2569,haryana-horticulture-drip-irrigation-grant,Bank Passbook,1,Official Bank Passbook for verification
2570,haryana-dairy-cattle-development-incentive,Aadhaar Card,1,Official Aadhaar Card for verification
2571,haryana-dairy-cattle-development-incentive,Land Revenue Passbook (Khata/Khasra),1,Official Land Revenue Passbook (Khata/Khasra) for verification
2572,haryana-dairy-cattle-development-incentive,Bank Passbook,1,Official Bank Passbook for verification
2573,haryana-fodder-cultivation-animal-care-grant,Aadhaar Card,1,Official Aadhaar Card for verification
2574,haryana-fodder-cultivation-animal-care-grant,Land Revenue Passbook (Khata/Khasra),1,Official Land Revenue Passbook (Khata/Khasra) for verification
2575,haryana-fodder-cultivation-animal-care-grant,Bank Passbook,1,Official Bank Passbook for verification
2576,haryana-fisheries-pond-biofloc-support,Aadhaar Card,1,Official Aadhaar Card for verification
2577,haryana-fisheries-pond-biofloc-support,Land Revenue Passbook (Khata/Khasra),1,Official Land Revenue Passbook (Khata/Khasra) for verification
2578,haryana-fisheries-pond-biofloc-support,Bank Passbook,1,Official Bank Passbook for verification
2579,haryana-soil-health-organic-farming-mission,Aadhaar Card,1,Official Aadhaar Card for verification
2580,haryana-soil-health-organic-farming-mission,Land Revenue Passbook (Khata/Khasra),1,Official Land Revenue Passbook (Khata/Khasra) for verification
2581,haryana-soil-health-organic-farming-mission,Bank Passbook,1,Official Bank Passbook for verification
2582,haryana-farm-mechanization-rotavator-subsidy,Aadhaar Card,1,Official Aadhaar Card for verification
2583,haryana-farm-mechanization-rotavator-subsidy,Land Revenue Passbook (Khata/Khasra),1,Official Land Revenue Passbook (Khata/Khasra) for verification
2584,haryana-farm-mechanization-rotavator-subsidy,Bank Passbook,1,Official Bank Passbook for verification
2585,haryana-post-matric-merit-scholarship,Aadhaar Card,1,Official Aadhaar Card for verification
2586,haryana-post-matric-merit-scholarship,Marksheet / Grade Certificate,1,Official Marksheet / Grade Certificate for verification
2587,haryana-post-matric-merit-scholarship,Income Certificate,1,Official Income Certificate for verification
2588,haryana-post-matric-merit-scholarship,Bank Passbook,1,Official Bank Passbook for verification
2589,haryana-free-digital-tablet-laptop-distribution,Aadhaar Card,1,Official Aadhaar Card for verification
2590,haryana-free-digital-tablet-laptop-distribution,Marksheet / Grade Certificate,1,Official Marksheet / Grade Certificate for verification
2591,haryana-free-digital-tablet-laptop-distribution,Income Certificate,1,Official Income Certificate for verification
2592,haryana-free-digital-tablet-laptop-distribution,Bank Passbook,1,Official Bank Passbook for verification
2593,haryana-competitive-exam-coaching-assistance,Aadhaar Card,1,Official Aadhaar Card for verification
2594,haryana-competitive-exam-coaching-assistance,Marksheet / Grade Certificate,1,Official Marksheet / Grade Certificate for verification
2595,haryana-competitive-exam-coaching-assistance,Income Certificate,1,Official Income Certificate for verification
2596,haryana-competitive-exam-coaching-assistance,Bank Passbook,1,Official Bank Passbook for verification
2597,haryana-girl-child-higher-education-incentive,Aadhaar Card,1,Official Aadhaar Card for verification
2598,haryana-girl-child-higher-education-incentive,Marksheet / Grade Certificate,1,Official Marksheet / Grade Certificate for verification
2599,haryana-girl-child-higher-education-incentive,Income Certificate,1,Official Income Certificate for verification
2600,haryana-girl-child-higher-education-incentive,Bank Passbook,1,Official Bank Passbook for verification
2601,haryana-technical-polytechnic-skill-stipend,Aadhaar Card,1,Official Aadhaar Card for verification
2602,haryana-technical-polytechnic-skill-stipend,Marksheet / Grade Certificate,1,Official Marksheet / Grade Certificate for verification
2603,haryana-technical-polytechnic-skill-stipend,Income Certificate,1,Official Income Certificate for verification
2604,haryana-technical-polytechnic-skill-stipend,Bank Passbook,1,Official Bank Passbook for verification
2605,haryana-overseas-education-scholarship-for-ews,Aadhaar Card,1,Official Aadhaar Card for verification
2606,haryana-overseas-education-scholarship-for-ews,Marksheet / Grade Certificate,1,Official Marksheet / Grade Certificate for verification
2607,haryana-overseas-education-scholarship-for-ews,Income Certificate,1,Official Income Certificate for verification
2608,haryana-overseas-education-scholarship-for-ews,Bank Passbook,1,Official Bank Passbook for verification
2609,haryana-special-education-aid-for-divyang-students,Aadhaar Card,1,Official Aadhaar Card for verification
2610,haryana-special-education-aid-for-divyang-students,Marksheet / Grade Certificate,1,Official Marksheet / Grade Certificate for verification
2611,haryana-special-education-aid-for-divyang-students,Income Certificate,1,Official Income Certificate for verification
2612,haryana-special-education-aid-for-divyang-students,Bank Passbook,1,Official Bank Passbook for verification
2613,haryana-matru-kalyan-nutrition-dbt,Aadhaar Card,1,Official Aadhaar Card for verification
2614,haryana-matru-kalyan-nutrition-dbt,Ration Card,1,Official Ration Card for verification
2615,haryana-matru-kalyan-nutrition-dbt,Bank Passbook,1,Official Bank Passbook for verification
2616,haryana-matru-kalyan-nutrition-dbt,Income Certificate,0,Official Income Certificate for verification
2617,haryana-mahila-swavalamban-livelihood-grant,Aadhaar Card,1,Official Aadhaar Card for verification
2618,haryana-mahila-swavalamban-livelihood-grant,Ration Card,1,Official Ration Card for verification
2619,haryana-mahila-swavalamban-livelihood-grant,Bank Passbook,1,Official Bank Passbook for verification
2620,haryana-mahila-swavalamban-livelihood-grant,Income Certificate,0,Official Income Certificate for verification
2621,haryana-kanya-vivah-marriage-assistance,Aadhaar Card,1,Official Aadhaar Card for verification
2622,haryana-kanya-vivah-marriage-assistance,Ration Card,1,Official Ration Card for verification
2623,haryana-kanya-vivah-marriage-assistance,Bank Passbook,1,Official Bank Passbook for verification
2624,haryana-kanya-vivah-marriage-assistance,Income Certificate,0,Official Income Certificate for verification
2625,haryana-working-women-hostel-transport-subsidy,Aadhaar Card,1,Official Aadhaar Card for verification
2626,haryana-working-women-hostel-transport-subsidy,Ration Card,1,Official Ration Card for verification
2627,haryana-working-women-hostel-transport-subsidy,Bank Passbook,1,Official Bank Passbook for verification
2628,haryana-working-women-hostel-transport-subsidy,Income Certificate,0,Official Income Certificate for verification
2629,haryana-single-mother-destitute-women-pension,Aadhaar Card,1,Official Aadhaar Card for verification
2630,haryana-single-mother-destitute-women-pension,Ration Card,1,Official Ration Card for verification
2631,haryana-single-mother-destitute-women-pension,Bank Passbook,1,Official Bank Passbook for verification
2632,haryana-single-mother-destitute-women-pension,Income Certificate,0,Official Income Certificate for verification
2633,haryana-sukanya-samriddhi-high-interest-top-up,Aadhaar Card,1,Official Aadhaar Card for verification
2634,haryana-sukanya-samriddhi-high-interest-top-up,Ration Card,1,Official Ration Card for verification
2635,haryana-sukanya-samriddhi-high-interest-top-up,Bank Passbook,1,Official Bank Passbook for verification
2636,haryana-sukanya-samriddhi-high-interest-top-up,Income Certificate,0,Official Income Certificate for verification
2637,haryana-universal-cashless-health-insurance,Aadhaar Card,1,Official Aadhaar Card for verification
2638,haryana-universal-cashless-health-insurance,Ration Card / Health Card,1,Official Ration Card / Health Card for verification
2639,haryana-universal-cashless-health-insurance,Medical Prescription,1,Official Medical Prescription for verification
2640,haryana-critical-illness-relief-fund-cancer-kidney,Aadhaar Card,1,Official Aadhaar Card for verification
2641,haryana-critical-illness-relief-fund-cancer-kidney,Ration Card / Health Card,1,Official Ration Card / Health Card for verification
2642,haryana-critical-illness-relief-fund-cancer-kidney,Medical Prescription,1,Official Medical Prescription for verification
2643,haryana-free-diagnostic-tests-medicine-scheme,Aadhaar Card,1,Official Aadhaar Card for verification
2644,haryana-free-diagnostic-tests-medicine-scheme,Ration Card / Health Card,1,Official Ration Card / Health Card for verification
2645,haryana-free-diagnostic-tests-medicine-scheme,Medical Prescription,1,Official Medical Prescription for verification
2646,haryana-senior-citizen-specialized-geriatric-care,Aadhaar Card,1,Official Aadhaar Card for verification
2647,haryana-senior-citizen-specialized-geriatric-care,Ration Card / Health Card,1,Official Ration Card / Health Card for verification
2648,haryana-senior-citizen-specialized-geriatric-care,Medical Prescription,1,Official Medical Prescription for verification
2649,haryana-emergency-accidental-trauma-insurance,Aadhaar Card,1,Official Aadhaar Card for verification
2650,haryana-emergency-accidental-trauma-insurance,Ration Card / Health Card,1,Official Ration Card / Health Card for verification
2651,haryana-emergency-accidental-trauma-insurance,Medical Prescription,1,Official Medical Prescription for verification
2652,haryana-old-age-social-security-pension,Aadhaar Card,1,Official Aadhaar Card for verification
2653,haryana-old-age-social-security-pension,Income Certificate,1,Official Income Certificate for verification
2654,haryana-old-age-social-security-pension,Bank Passbook,1,Official Bank Passbook for verification
2655,haryana-old-age-social-security-pension,Disability/Caste Certificate,0,Official Disability/Caste Certificate for verification
2656,haryana-divyangjan-disability-monthly-pension,Aadhaar Card,1,Official Aadhaar Card for verification
2657,haryana-divyangjan-disability-monthly-pension,Income Certificate,1,Official Income Certificate for verification
2658,haryana-divyangjan-disability-monthly-pension,Bank Passbook,1,Official Bank Passbook for verification
2659,haryana-divyangjan-disability-monthly-pension,Disability/Caste Certificate,0,Official Disability/Caste Certificate for verification
2660,haryana-antyodaya-subsidized-food-security,Aadhaar Card,1,Official Aadhaar Card for verification
2661,haryana-antyodaya-subsidized-food-security,Income Certificate,1,Official Income Certificate for verification
2662,haryana-antyodaya-subsidized-food-security,Bank Passbook,1,Official Bank Passbook for verification
2663,haryana-antyodaya-subsidized-food-security,Disability/Caste Certificate,0,Official Disability/Caste Certificate for verification
2664,haryana-sanitation-workers-rehabilitation-grant,Aadhaar Card,1,Official Aadhaar Card for verification
2665,haryana-sanitation-workers-rehabilitation-grant,Income Certificate,1,Official Income Certificate for verification
2666,haryana-sanitation-workers-rehabilitation-grant,Bank Passbook,1,Official Bank Passbook for verification
2667,haryana-sanitation-workers-rehabilitation-grant,Disability/Caste Certificate,0,Official Disability/Caste Certificate for verification
2668,haryana-tribal-livelihood-forest-produce-grant,Aadhaar Card,1,Official Aadhaar Card for verification
2669,haryana-tribal-livelihood-forest-produce-grant,Income Certificate,1,Official Income Certificate for verification
2670,haryana-tribal-livelihood-forest-produce-grant,Bank Passbook,1,Official Bank Passbook for verification
2671,haryana-tribal-livelihood-forest-produce-grant,Disability/Caste Certificate,0,Official Disability/Caste Certificate for verification
2672,haryana-youth-apprenticeship-monthly-stipend,Aadhaar Card,1,Official Aadhaar Card for verification
2673,haryana-youth-apprenticeship-monthly-stipend,Educational Qualification Certificate,1,Official Educational Qualification Certificate for verification
2674,haryana-youth-apprenticeship-monthly-stipend,Bank Passbook,1,Official Bank Passbook for verification
2675,haryana-artisan-craftsman-modern-tool-kit-grant,Aadhaar Card,1,Official Aadhaar Card for verification
2676,haryana-artisan-craftsman-modern-tool-kit-grant,Educational Qualification Certificate,1,Official Educational Qualification Certificate for verification
2677,haryana-artisan-craftsman-modern-tool-kit-grant,Bank Passbook,1,Official Bank Passbook for verification
2678,haryana-rural-youth-driving-heavy-machinery-training,Aadhaar Card,1,Official Aadhaar Card for verification
2679,haryana-rural-youth-driving-heavy-machinery-training,Educational Qualification Certificate,1,Official Educational Qualification Certificate for verification
2680,haryana-rural-youth-driving-heavy-machinery-training,Bank Passbook,1,Official Bank Passbook for verification
2681,haryana-it-emerging-tech-bootcamp-voucher,Aadhaar Card,1,Official Aadhaar Card for verification
2682,haryana-it-emerging-tech-bootcamp-voucher,Educational Qualification Certificate,1,Official Educational Qualification Certificate for verification
2683,haryana-it-emerging-tech-bootcamp-voucher,Bank Passbook,1,Official Bank Passbook for verification
2684,haryana-self-employment-micro-credit-guarantee,Aadhaar Card,1,Official Aadhaar Card for verification
2685,haryana-self-employment-micro-credit-guarantee,Educational Qualification Certificate,1,Official Educational Qualification Certificate for verification
2686,haryana-self-employment-micro-credit-guarantee,Bank Passbook,1,Official Bank Passbook for verification
2687,haryana-pucca-house-construction-subsidy,Aadhaar Card,1,Official Aadhaar Card for verification
2688,haryana-pucca-house-construction-subsidy,Land Possession Certificate,1,Official Land Possession Certificate for verification
2689,haryana-pucca-house-construction-subsidy,Income Certificate,1,Official Income Certificate for verification
2690,haryana-pucca-house-construction-subsidy,Bank Passbook,1,Official Bank Passbook for verification
2691,haryana-rooftop-solar-green-energy-assistance,Aadhaar Card,1,Official Aadhaar Card for verification
2692,haryana-rooftop-solar-green-energy-assistance,Land Possession Certificate,1,Official Land Possession Certificate for verification
2693,haryana-rooftop-solar-green-energy-assistance,Income Certificate,1,Official Income Certificate for verification
2694,haryana-rooftop-solar-green-energy-assistance,Bank Passbook,1,Official Bank Passbook for verification
2695,haryana-slum-rehabilitation-ews-flat-allocation,Aadhaar Card,1,Official Aadhaar Card for verification
2696,haryana-slum-rehabilitation-ews-flat-allocation,Land Possession Certificate,1,Official Land Possession Certificate for verification
2697,haryana-slum-rehabilitation-ews-flat-allocation,Income Certificate,1,Official Income Certificate for verification
2698,haryana-slum-rehabilitation-ews-flat-allocation,Bank Passbook,1,Official Bank Passbook for verification
2699,haryana-rural-toilet-water-tap-incentive,Aadhaar Card,1,Official Aadhaar Card for verification
2700,haryana-rural-toilet-water-tap-incentive,Land Possession Certificate,1,Official Land Possession Certificate for verification
2701,haryana-rural-toilet-water-tap-incentive,Income Certificate,1,Official Income Certificate for verification
2702,haryana-rural-toilet-water-tap-incentive,Bank Passbook,1,Official Bank Passbook for verification
